BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.11.1900-1901,Bandolier,Dr. E.T. Gibson,Under test in field,,,,,No,,Sheet1,Bandolier,Under test in field,nan,Dr. E.T. Gibson,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Cartridge clip, paper",Ditto,Not recommended,,,,,No,,Sheet1,"Cartridge clip, paper",Not recommended,nan,Ditto,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Telephotoscope,Joseph Bondy's Sons,Reffered to Chief of Engineers,,,,,No,,Sheet1,Telephotoscope,Reffered to Chief of Engineers,nan,Joseph Bondy's Sons,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Steel turret,S.K. Do Young,Not recommended,,,,,No,,Sheet1,Steel turret,Not recommended,nan,S.K. Do Young,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Multiple shell,Chas W. Jantou,Ditto,,,,,No,,Sheet1,Multiple shell,Ditto,nan,Chas W. Jantou,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Multiple chamber gun,E.A. Monfort,Ditto,,,,,No,,Sheet1,Multiple chamber gun,Ditto,nan,E.A. Monfort,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Test of field guns, request to be present","Lieut. Wm. L. Flanagan, National Guard, New York",Request not granted,,,,,No,,Sheet1,"Test of field guns, request to be present",Request not granted,nan,"Lieut. Wm. L. Flanagan, National Guard, New York",Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ammunition cart,Maj. W.O. Manning,Allotment,,,,,No,,Sheet1,Ammunition cart,Allotment,nan,Maj. W.O. Manning,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Six-inch gun and mount,Bethlehem Steel Co.,Ditto,,,"Bethlehem Steel company was involpved in military production, where they supplied steel for armor platings and gun forgings. The company also provided ships and armaments for the US military during the Spanish-American War.","https://findingaids.hagley.org/repositories/3/archival_objects/430249#:~:text=Historical%20Note,producer%20of%20rails%20and%20bridges.",No,,Sheet1,Six-inch gun and mount,Ditto,nan,Bethlehem Steel Co.,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Fortress commander's chart,Capt. E.W. Hubbard,Not adopted,,,,,No,,Sheet1,Fortress commander's chart,Not adopted,nan,Capt. E.W. Hubbard,Approved,[],Other/Unclassified,Private,1900,1,0,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,System of electrical communication for fire control,Chief Signal Officer,Allotment,,,,,No,,Sheet1,System of electrical communication for fire control,Allotment,nan,Chief Signal Officer,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ammunition for test of field guns,Driggs Seabury Gun and Ammunition Co.,Allotment determined,,,"Driggs-Seabury Ordnance Company produced guns and ammunitions for the US Army and Navy. They produced weaponry such as the 3-inch gun M1898, a coast defense weapon, as well as M1918, an anti-aircraft weapon.  ",https://en.wikipedia.org/wiki/Driggs-Seabury,No,,Sheet1,Ammunition for test of field guns,Allotment determined,nan,Driggs Seabury Gun and Ammunition Co.,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Shelter for coast guns,Maj. J.B. Burbank and Capt. C.J. Phillips,Not recommended,,,,,No,,Sheet1,Shelter for coast guns,Not recommended,nan,Maj. J.B. Burbank and Capt. C.J. Phillips,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Three-inch Vickers-Maxim gun on Drummond carriage,"Vickers, Sons & Maxim",Ditto,"Carriage for recoil-operated, water-cooled machine gun that was used as anti-aircraft weaponry. The weapon was used by the British military during early 20th century as a countermeasure against aerial machineries","https://guns.fandom.com/wiki/Maxim_gun#:~:text=9%20Literature-,Invention,name%20went%20down%20in%20history.","Vickers was a British engineering company that manufactured military equipments such as guns, ammunitions, ships, and armour plates. ",https://en.wikipedia.org/wiki/Vickers,Yes,Vickers-Maxim gun was a weapon that was primarily used outside of US military. The weapon's uniqueness in being one of the first anti-aircraft weapon as well as its promenant use by the British military makes it an interesting technology to explore.,Sheet1,Three-inch Vickers-Maxim gun on Drummond carriage,Ditto,Vickers-Maxim gun was a weapon that was primarily used outside of US military. The weapon's uniqueness in being one of the first anti-aircraft weapon as well as its promenant use by the British military makes it an interesting technology to explore.,"Vickers, Sons & Maxim",Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge,L.J. Stark,Ditto,,,,,No,,Sheet1,Cartridge,Ditto,nan,L.J. Stark,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Kite-telephone system,R.L. Auglemire,Ditto,,,,,No,,Sheet1,Kite-telephone system,Ditto,nan,R.L. Auglemire,Investigating,['Communications and Observation'],Communications and Observation,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Breech sight,Elihu C. Church,Ditto,,,,,No,,Sheet1,Breech sight,Ditto,nan,Elihu C. Church,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Explosive shells,George de Langer,Ditto,,,,,No,,Sheet1,Explosive shells,Ditto,nan,George de Langer,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Small-arm cartridges,W.J. Henderson,Ditto,,,,,No,,Sheet1,Small-arm cartridges,Ditto,nan,W.J. Henderson,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Electrical equipment,Sprague Electric Co.,Allotment,,,"Sprague Electric Co.: Electric company formed by Frank Sprague, who served in the Navy during the late 19th century. Sprague developed electric motors when working for Edison. ","http://egen.fortwayne.com/ns/projects/history/2000/1940/war11.php#:~:text=General%20Electric's%20Fort%20Wayne%20plants,%2C%20and%20gun%2Dfiring%20solenoids.",No,,Sheet1,Electrical equipment,Allotment,nan,Sprague Electric Co.,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Test of position finding and fire control systems,Col. J.P. Story,Recommended,,,,,No,,Sheet1,Test of position finding and fire control systems,Recommended,nan,Col. J.P. Story,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Test of mortar fire,Ditto,Allotment,,,,,No,,Sheet1,Test of mortar fire,Allotment,nan,Ditto,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Gun carriage, modification",A.H. Emory,Not recommended,,,,,No,,Sheet1,"Gun carriage, modification",Not recommended,nan,A.H. Emory,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Reports on thorite and cerlorite,Chief of Ordnance,Filed,,,,,No,,Sheet1,Reports on thorite and cerlorite,Filed,nan,Chief of Ordnance,Investigating,[],Other/Unclassified,Government,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Blanket-roll strap,Jno H. Tabler,Under test,,,,,No,,Sheet1,Blanket-roll strap,Under test,nan,Jno H. Tabler,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Air navigation,David P. Todd,Not recommended,,,Todd was an American astronomer who once worked for the US Naval Observatory. ,https://en.wikipedia.org/wiki/David_Peck_Todd,No,,Sheet1,Air navigation,Not recommended,nan,David P. Todd,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Location of position-finding stations,"Fort Greble, commanding officer",To be changed where advisable,,,,,No,,Sheet1,Location of position-finding stations,To be changed where advisable,nan,"Fort Greble, commanding officer",Investigating,[],Other/Unclassified,Government,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Intrenching tool,J.D. Rhodes,Filed,,,,,No,,Sheet1,Intrenching tool,Filed,nan,J.D. Rhodes,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Range finder,B. Kaibel,Referred to military attaché at Copenhagon,,,,,No,,Sheet1,Range finder,Referred to military attaché at Copenhagon,nan,B. Kaibel,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Trench digging machine,F.C. Austin Manufacturing Co.,Not recommended,,,F.C. Austin Manufacturing Company was a Chicago-based company that manufactured steam pumps. ,https://aadl.org/node/507914,No,,Sheet1,Trench digging machine,Not recommended,nan,F.C. Austin Manufacturing Co.,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Gun, mount, and shell",Alva F. Warren,Ditto,,,,,No,,Sheet1,"Gun, mount, and shell",Ditto,nan,Alva F. Warren,Investigating,"['Artillery', 'Explosives']",Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Telemeter,J.W. Farrand,Ditto,,,,,No,,Sheet1,Telemeter,Ditto,nan,J.W. Farrand,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Gas Check,R.M. Mullings,Ditto,,,,,No,,Sheet1,Gas Check,Ditto,nan,R.M. Mullings,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Rifle bullet,Ditto,Ditto,,,,,No,,Sheet1,Rifle bullet,Ditto,nan,Ditto,Investigating,['Small Arms'],Small Arms,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Cartridge for field guns,E.H. Bower,Ditto,,,,,No,,Sheet1,Cartridge for field guns,Ditto,nan,E.H. Bower,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Bullet-proof garment,M.W. Jenson,Ditto,,,,,No,,Sheet1,Bullet-proof garment,Ditto,nan,M.W. Jenson,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Tubular shot,P.B. Kelsey,Ditto,,,,,No,,Sheet1,Tubular shot,Ditto,nan,P.B. Kelsey,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Accelerating projectile,H.E. Poole,Ditto,,,,,No,,Sheet1,Accelerating projectile,Ditto,nan,H.E. Poole,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Percussion shell,A.F. Hampton,Ditto,,,,,No,,Sheet1,Percussion shell,Ditto,nan,A.F. Hampton,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Capped bullets,John Flood,Ditto,,,,,No,,Sheet1,Capped bullets,Ditto,nan,John Flood,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Paper cartridge case,D.M. Clinton,Ditto,,,,,No,,Sheet1,Paper cartridge case,Ditto,nan,D.M. Clinton,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Automatic mine discharger,Wiley B. Coulson,Ditto,,,,,No,,Sheet1,Automatic mine discharger,Ditto,nan,Wiley B. Coulson,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Magazine arm,"E.E. Endicott, R.W. Dinville",Ditto,,,,,No,,Sheet1,Magazine arm,Ditto,nan,"E.E. Endicott, R.W. Dinville",Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"""Auto-projector""",H.K. Chapman,Ditto,,,,,No,,Sheet1,"""Auto-projector""",Ditto,nan,H.K. Chapman,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Tube sight,Chas. & Wm. Rush,Ditto,,,,,No,,Sheet1,Tube sight,Ditto,nan,Chas. & Wm. Rush,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Projectile,Patrick Duffy,Not recommended,,,,,No,,Sheet1,Projectile,Not recommended,nan,Patrick Duffy,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Portable steel shield,Jons J. Bjort,Ditto,,,,,No,,Sheet1,Portable steel shield,Ditto,nan,Jons J. Bjort,Investigating,['Armor and Protection'],Armor and Protection,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Steel capped lead bullet,J.W. Drane,Ditto,,,,,No,,Sheet1,Steel capped lead bullet,Ditto,nan,J.W. Drane,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Equipment carrier,Capt. C.E. Dodge,Ditto,,,Union Army Brigadier General during the American Civil War. ,"https://en.wikipedia.org/wiki/Charles_C._Dodge#:~:text=Dodge%20was%20commissioned%20as%20a,and%20at%20Hertford%2C%20North%20Carolina.",No,,Sheet1,Equipment carrier,Ditto,nan,Capt. C.E. Dodge,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Ditto,Chas. P. Nutter,Ditto,,,,,No,,Sheet1,Ditto,Ditto,nan,Chas. P. Nutter,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Return of papers,"Hon. Robert G. Cousins, on behalf of J.G. Krouse",Declined,,,,,No,,Sheet1,Return of papers,Declined,nan,"Hon. Robert G. Cousins, on behalf of J.G. Krouse",Rejected,[],Other/Unclassified,Private,1900,0,1,0,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Target practice of German field batteries,Capt. Thos. Ridgway,Read and filed,,,,,No,,Sheet1,Target practice of German field batteries,Read and filed,nan,Capt. Thos. Ridgway,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Report on high explosives,Chief of Ordnance,Ditto,,,,,No,,Sheet1,Report on high explosives,Ditto,nan,Chief of Ordnance,Investigating,[],Other/Unclassified,Government,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Steam freight wagon,C.F. Jenkins,Postponed,Wagons that used steam to power itself. Earliest form trucks used to transport large and heavy equipments.,https://en.wikipedia.org/wiki/Steam_wagon,,,No,,Sheet1,Steam freight wagon,Postponed,nan,C.F. Jenkins,Investigating,['Logistics and Support'],Logistics and Support,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Field-gun carriage,Blackwell Trading Co.,Not recommended,,,,,No,,Sheet1,Field-gun carriage,Not recommended,nan,Blackwell Trading Co.,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Combination fuse,H.V.C. Keeson,To be tested,,,,,No,,Sheet1,Combination fuse,To be tested,nan,H.V.C. Keeson,Investigating,['Explosives'],Explosives,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Field-gun carriage,Thos C. Harris,Filed,,,,,No,,Sheet1,Field-gun carriage,Filed,nan,Thos C. Harris,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Brown wire-wound gun,"Brown & Munsell, trustees",Under test,"Gun with specific design that incorporated wrapping layers of steel wire around a central tube for a stronger, reinfornced structure. The gun was revolutionary for creating a construction system for heavy ordnance.","https://www.nytimes.com/1892/02/28/archives/the-brown-wirewound-gun-a-sample-fiveinch-cylinder-tested-yesterday.html#:~:text=BIRDSBOROUGH%2C%20Penn.%2C%20Feb.%2027.%20%2D%2D%20The%20system,auspices%20at%20the%20works%20of%20the%20Pennsylvania","Brown and Munsellwas part of the group  Birdsboro Steel to manufacture the Brown-wire wound gun. Birdsboro Steel manufactured ordnance equipment such as ammunitions, tanks, and artilleries for the US military. Brown and Munsell later sued the US government on 1918.","https://en.wikipedia.org/wiki/Birdsboro_Steel, https://www.casemine.com/judgement/us/5914ccebadd7b0493480e351 ",Yes,"Brown-wire gun was developed by one of the older manufacturing companies. Despite being considered a revolutionary weaponry with construction system specifically tailored for the production of heavy artillery, it soon became irrelevant after its initial uses. It is interesting to explore why some other guns were favored over the Brown-wire gun later down the line. ",Sheet1,Brown wire-wound gun,Under test,"Brown-wire gun was developed by one of the older manufacturing companies. Despite being considered a revolutionary weaponry with construction system specifically tailored for the production of heavy artillery, it soon became irrelevant after its initial uses. It is interesting to explore why some other guns were favored over the Brown-wire gun later down the line.","Brown & Munsell, trustees",Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Subcaliber tube, 4-pounder",American Ordnance Co.,Not recommended,,,,,No,,Sheet1,"Subcaliber tube, 4-pounder",Not recommended,nan,American Ordnance Co.,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Hotchkiss automatic 1-pounder,Ditto,Under test,Light mountain gun used as heavy artillery. It was soon used as anti-tank gun during the 1930s. ,https://en.wikipedia.org/wiki/Hotchkiss_gun,,,No,,Sheet1,Hotchkiss automatic 1-pounder,Under test,nan,Ditto,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Submarine mines, control of",Capt. H.C. Davis,Referred to Chief of Artillery,,,,,No,,Sheet1,"Submarine mines, control of",Referred to Chief of Artillery,nan,Capt. H.C. Davis,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,"Woven gun slings, canteen straps",Thos C. Orndorff,Allotment,,,,,No,,Sheet1,"Woven gun slings, canteen straps",Allotment,nan,Thos C. Orndorff,Investigating,['Artillery'],Artillery,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Bandolier for revolver cartridges,Dr. E.T. Gibson,Postponed,,,,,No,,Sheet1,Bandolier for revolver cartridges,Postponed,nan,Dr. E.T. Gibson,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Intrenching tools,Capt. John T. Thompson,Ditto,,,,,No,,Sheet1,Intrenching tools,Ditto,nan,Capt. John T. Thompson,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Moving target,Charles Rock,Not recommended,,,,,No,,Sheet1,Moving target,Not recommended,nan,Charles Rock,Investigating,[],Other/Unclassified,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
BOF.AR.11.1900-1901,Luger automatic pistol,Deutsche Waffens and Munitions Fabriken,Allotment for service test,"Automatic pistol manufactured by German arms manufacturer Deustche Waffens. Although the pistol was prevalently used in Europe, the pistol was not favored by the US militia with the pistol being recalled in 1905.",https://en.wikipedia.org/wiki/Luger_pistol,"German arms manufacturer that was reponsible for creating the luger pistol. It was also responsible for manufacturing other firearms such as the MG08 machine gun, which was used in the First World War by the German military.",https://en.wikipedia.org/wiki/Deutsche_Waffen-_und_Munitionsfabriken,Yes,It is interesting note how the Ordnance tried to purchase luger pistol and test them out in an attempt to incorporate European firearms in the US military equipments. ,Sheet1,Luger automatic pistol,Allotment for service test,It is interesting note how the Ordnance tried to purchase luger pistol and test them out in an attempt to incorporate European firearms in the US military equipments.,Deutsche Waffens and Munitions Fabriken,Investigating,['Small Arms'],Small Arms,Private,1900,0,0,1,Copy of Subjects Considered 1900-1901.xlsx
