BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
"BOF.AR.15.1904-1905
",Program for test of torpedo shell,Ordnance Board,,"The prototype of the modern torpedo was first developed in the 1860s. By the early 1900s, the term torpedo no longer included mines and booby traps, and the term became solely associated with a self-propelling underwater device used to destroy ships. Germany, Britain, and Italy used torpedoes, and later Japan, in World War I. The U.S. had a working torpedo in 1870 and modified it until 1915; however, the development slowed during World War I, and it wasn't until post-war that the U.S. had a modern era torpedo.",•https://en.wikipedia.org/wiki/Torpedo  •https://www.history.navy.mil/browse-by-topic/exploration-and-innovation/navy-torpedoes.html,,,No,,Sheet1,Program for test of torpedo shell,nan,nan,Ordnance Board,Investigating,['Explosives'],Explosives,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Allotment for completion of 6-inch wire-wound gun of Ordnance Department design,Chief of Ordnance,,"Capt. Crozier designed this wire-wound gun. It is predicted to have a high velocity of 5,541 ft/second, which is faster than the previous navy guns that the Ordnance Board has tried to come up with. The newspapers claimed the gun to be ""the most powerful gun for its weight in existence"".  ","HIGH-VELOCITY 6-INCH WIRE-WOUND GUN FOR THE UNITED STATES ARMY. (1904, May 07). Scientific American (1845-1908), Xc., 361. Retrieved from https://proxy.library.upenn.edu/login?url=https://www.proquest.com/magazines/high-velocity-6-inch-wire-wound-gun-united-states/docview/126789000/se-2",Chief of Ordnance Brig. Gen. William Crozier. Known for promoting inventions like the Buffington Crozier disappearing gun carriage and reorganizing the department to match efficiency in the private sector. He aimed for the military to set the standard for innovation and production that other companies needed to match.,https://www.jstor.org/stable/45471334,Yes,This gun has come up a lot in allotments of money that the Board decides to spend on building andt testing. It would be interesting to see how this wire-wound technology came about and then if it provided the U.S. any technological edge in WWI and how long the technology lasted for.,Sheet1,Allotment for completion of 6-inch wire-wound gun of Ordnance Department design,nan,This gun has come up a lot in allotments of money that the Board decides to spend on building andt testing. It would be interesting to see how this wire-wound technology came about and then if it provided the U.S. any technological edge in WWI and how long the technology lasted for.,Chief of Ordnance,Investigating,['Artillery'],Artillery,Government,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
","Tests of deck armor, continuing",Board of Ordnance and Fortification,,Strengthening deck armor is a feature of modern warfare because ships became more concerned with long-range guns capable of damaging a ship from a greater distance. ,https://en.wikipedia.org/wiki/Naval_armour,,,No,,Sheet1,"Tests of deck armor, continuing",nan,nan,Board of Ordnance and Fortification,Investigating,['Armor and Protection'],Armor and Protection,Government,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Test of delay and non-delay action fuses,Artillery Board,,"A fuse initiates an explosive or a weapon to detonate or release. Direct action fuses work when the fuze nose hits something solid, causing it to push a pin into a detonator and fire. These fuses can have a delay feature, which the Board is likely testing here.",https://en.wikipedia.org/wiki/Artillery_fuze#Delay,,,No,,Sheet1,Test of delay and non-delay action fuses,nan,nan,Artillery Board,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Horizontal base range finder,Bethlehem Steel Co. ,,"A rangefinder is a device used to measure distances to remote objects and to survey an artillery target's range. WWII seemed to be the first significant innovation jump in this technology, using two telescopes focusing on one target but apart on the baseline after the late 1890s. ",https://en.wikipedia.org/wiki/Rangefinder,"Bethlehem Steel Corporation became one of the world's largest steel-producing and shipbuilding companies, and later, at its height, a symbol of American manufacturing prowess in the world. Charles M. Schwab purchased the company in 1901, and in 1904, it assumed the name Bethlehem Steel Corporation. Later, it acquired the Bethlehem Steel Company and its subsidiaries from the United States Shipbuilding Company. During World War I and World War II, this company was a major supplier of armor plates and ordnance to the U.S. armed forces.",•https://en.wikipedia.org/wiki/Bethlehem_Steel,No,,Sheet1,Horizontal base range finder,nan,nan,Bethlehem Steel Co.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Test of 6-inch rapid-fire gun,Bethlehem Steel Co. ,,"The Board allotted the creation of the Bethlehem 6-inch rapid-fire gun and mount on January 3rd, 1901. Capable of being fired at least eight rounds in one minute with a velocity of 2,500 feet per second, with a muzzle velocity of 3,000 feet per second, with a projectile weighing 100 pounds. ","Fifteenth Report of the Board of Ordnance and Fortification, July 1, 1904 to June 30, 1905. House Document No. 85, 59th Congress, 1st Session. Washington, DC: Government Printing Office, 1905, p. 9. ","Bethlehem Steel Corporation became one of the world's largest steel-producing and shipbuilding companies, and later, at its height, a symbol of American manufacturing prowess in the world. Charles M. Schwab purchased the company in 1901, and in 1904, it assumed the name Bethlehem Steel Corporation. Later, it acquired the Bethlehem Steel Company and its subsidiaries from the United States Shipbuilding Company. During World War I and World War II, this company was a major supplier of armor plates and ordnance to the U.S. armed forces.",•https://en.wikipedia.org/wiki/Bethlehem_Steel,No,,Sheet1,Test of 6-inch rapid-fire gun,nan,nan,Bethlehem Steel Co.,Investigating,['Artillery'],Artillery,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Self-registering target,C.W. North,,Seems to refer to a target that tracks its hits on its own. ,,,,No,,Sheet1,Self-registering target,nan,nan,C.W. North,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Revolver magazine,George J. Rowell,,Ammunition storage for repeating firing in a gun.,https://en.wikipedia.org/wiki/Magazine_(firearms),,,No,,Sheet1,Revolver magazine,nan,nan,George J. Rowell,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Moving target,P.T. Buckley,,,,,,No,,Sheet1,Moving target,nan,nan,P.T. Buckley,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Reflecting sight,A.H. Eichhorn,,"This is likely a very initial test of a reflecting sight prototype, as it was only first invented in 1900 by Irish optical designer and telescope maker Howard Grubb. His aim was to create a beam of light that would be projected from the gun to the target so that the shooter could line the gun up with the line and fire a more accurate shot. The reflector sight was first used on a German fighter aircraft in 1918 and was adopted into warfare more broadly during WWII.","https://en.wikipedia.org/wiki/Reflector_sight#:~:text=It%20was%20noted%20soon%20after,the%20abbreviation%20%22reflex%20sight%22.",,,No,,Sheet1,Reflecting sight,nan,nan,A.H. Eichhorn,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Combined coffee and soup can ,W.A. Fowler,,,,,,No,,Sheet1,Combined coffee and soup can,nan,nan,W.A. Fowler,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Sight scope,W.D. Bowman,,,,,,No,,Sheet1,Sight scope,nan,nan,W.D. Bowman,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Armored transport wagon ,George H. Riley,,"Beginning in the 20th century, the first military forces started to add armor and weapons to vehicles. France, Germany, Mexico, Britain, and Spain were among the first countries to attempt to develop this armored car design. During WWI, the Belgian Army used the first armored vehicle in combat with armour plating and a Hotchkiss Machine gun.  ",https://en.wikipedia.org/wiki/Armored_car_(military),,,No,,Sheet1,Armored transport wagon,nan,nan,George H. Riley,Investigating,['Logistics and Support'],Logistics and Support,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Armored car,A.M. Ignatius,,"In 1898, the U.S. 1898 designed and built a motorized gun carriage with an armor shield using steam propulsion. These initial armored vehicles were limited and not recognized by the military authorities of any nation until World War I. Armored car designs led to Colonel Ernest Swinton coming up with the idea for a tank. ","https://www.ebsco.com/research-starters/military-history-and-science/tanks-and-armored-vehicles#:~:text=Although%20primitive%20designs%20for%20horse,England%20and%20the%20United%20States.",,,Yes,"Tracking armored car development and how it led to tanks can show us the speed at which the U.S., compared to other countries, developed this advancement, and when they implemented armored cars and tanks as a reliable invention. It would be interesting to look at how the U.S. changed its warfare tactics and whether it succeeded in integrating armored tanks and cars into its battle strategy. ",Sheet1,Armored car,nan,"Tracking armored car development and how it led to tanks can show us the speed at which the U.S., compared to other countries, developed this advancement, and when they implemented armored cars and tanks as a reliable invention. It would be interesting to look at how the U.S. changed its warfare tactics and whether it succeeded in integrating armored tanks and cars into its battle strategy.",A.M. Ignatius,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Vented muzzle for small arms ,Perry E. Kent,,"A muzzle is intended to redirect a portion of propellant gases to counter recoil and unwanted muzzle rise in a gun. A  successful working prototype for this invention occurred in the late 1920s, even though early designs had been tested since the early 1900s, as seen with this proposal.",https://en.wikipedia.org/wiki/Muzzle_brake,,,No,,Sheet1,Vented muzzle for small arms,nan,nan,Perry E. Kent,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",High explosive shell,John Blum,,"A shell is a projectile that contains an explosive, incendiary, or chemical filling. Early shells were cast-iron shells filled with gunpowder, a low explosive that does not create a brisant explosion —the shattering explosion characteristic of a high explosive. During the mid-19th century, the shells saw new technological advancements, including a reshaping into the modern cylindro-conoidal form and increased use during WWI. ",https://en.wikipedia.org/wiki/Shell_(projectile),,,Yes,The history of the first explosive shells in warfare dates back as early as the 13th century in China. It would be interesting to see when the idea of high explosives was first introduced in the U.S. military and how quickly the development to refine these into highly destructive weapons with much greater capabilities than they originally started with came about. ,Sheet1,High explosive shell,nan,The history of the first explosive shells in warfare dates back as early as the 13th century in China. It would be interesting to see when the idea of high explosives was first introduced in the U.S. military and how quickly the development to refine these into highly destructive weapons with much greater capabilities than they originally started with came about.,John Blum,Investigating,['Explosives'],Explosives,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Attachment for bridle bits,W.A. Fowler,,,,,,No,,Sheet1,Attachment for bridle bits,nan,nan,W.A. Fowler,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Automatic 1-pounder gun,S.N. McClean,,"It is unclear which version of the Automatic 1-pounder they were proposing to test, so it is likely an experiment from an existing design.  Designs like the ""Pom-Pom"" 32mm British autocannon, the first of its kind, had been invented in the late 1880s, and countries were rapidly developing their technology before WWI usage. ",https://en.wikipedia.org/wiki/QF_1-pounder_pom-pom,"Samuel Neal McClean was an inventor who founded his own McClean Arms & Ordnance Company in Cleveland, OH. He had over 150 patents in the field of weapons technology, but he was forced to close in 1909 due to bankruptcy, for testing and failing to develop prototypes of guns that the Army and Navy would accept. All patents that his company had were transferred to Automatic Arms Company, and one of his guns became the base design for the Lewis MG, one of the most-used machine guns in WWI. ",https://proxy.library.upenn.edu/login?url=https://www.proquest.com/magazines/small-arms-equipments/docview/126345948/se-2?accountid=14707 and https://smallarmsreview.com/samuel-mccleans-automatic-rifle/ AND https://de.wikipedia.org/wiki/Samuel_Neal_McClean,Yes,"McClean has an interesting story as an inventor, and he could be helpful to learn more about in connection with the development of the Lewis MG. In looking at the history of automatic guns, it is also important to look at the failures of inventions before a successful prototype was created.  ",Sheet1,Automatic 1-pounder gun,nan,"McClean has an interesting story as an inventor, and he could be helpful to learn more about in connection with the development of the Lewis MG. In looking at the history of automatic guns, it is also important to look at the failures of inventions before a successful prototype was created.",S.N. McClean,Investigating,['Artillery'],Artillery,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Armored road roller and armored car,P.J. Andersen,,"Not much additional info about armored road roller besides armored car. Repeat from above: In 1898, the U.S. 1898 designed and built a motorized gun carriage with an armor shield using steam propulsion. These initial armored vehicles were limited and not recognized by the military authorities of any nation until World War I. Armored car designs led to Colonel Ernest Swinton coming up with the idea for a tank. ","https://www.ebsco.com/research-starters/military-history-and-science/tanks-and-armored-vehicles#:~:text=Although%20primitive%20designs%20for%20horse,England%20and%20the%20United%20States.",,,No,,Sheet1,Armored road roller and armored car,nan,nan,P.J. Andersen,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Smooth bore rotating cannon,Wm. C. Heitkamp,,"A smoothbore weapon has a smooth inside barrel without rifling and fires projectiles without significant spin. The standard infantry arm was the smoothbore musket in the 18th century, with rifled muskets becoming the norm until the middle of the 19th century after the introduction of the Minié ball. The U.S. adopted rifled small arms and artillery during the American Civil War; however, the heavy coastal artillery used Rodman smoothbores until 1900, as newer coastal defense systems like Parrott rifles were still unreliable. ",https://en.wikipedia.org/wiki/Smoothbore,,,No,,Sheet1,Smooth bore rotating cannon,nan,nan,Wm. C. Heitkamp,Investigating,['Artillery'],Artillery,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",High explosive,B.M. Silverberg,,"High explosives are materials that detonate like TNT, which became a common filler for shells. Prior to WWI, the U.S. used explosive D as a primary filling until after, when the price per pound became more expensive than other high explosives like TNT. ",https://en.wikipedia.org/wiki/TNT and https://en.wikipedia.org/wiki/Dunnite,,,Yes,This could be researched along with the high explosive shells for the same reason: to track quickly how the usage of high explosives came about and change the strategies the U.S. military relies on.,Sheet1,High explosive,nan,This could be researched along with the high explosive shells for the same reason: to track quickly how the usage of high explosives came about and change the strategies the U.S. military relies on.,B.M. Silverberg,Investigating,['Explosives'],Explosives,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Trunnion quadrant for mortars,Capt. S.F. Bottoms,,Mortars historically were heavy siege artillery weapons used to launch explosive shells over with a high trajectory.  1915 the first modern mortar that a person could transport was created.  A gunner's quadrant is used to measure the elevation of a mortar to find the proper elevation to fire the weapon and alignment of where the projectile will go. ,"https://en.wikipedia.org/wiki/Mortar_(weapon), Link to early Gunner's Quadrant from the 1770s: https://www.rmg.co.uk/collections/objects/rmgc-object-43261#:~:text=This%20is%20a%20gunners%20quadrant,Collection%2C%20please%20contact%20RMG%20Images. and https://en.wikipedia.org/wiki/Quadrant_(instrument)",,,No,,Sheet1,Trunnion quadrant for mortars,nan,nan,Capt. S.F. Bottoms,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Camera obscura,C.F. Moon,,"This can be a dark box or tent where rays of light pass through a small hole into a dark space and form an image when they strike a surface, resulting in an inverted and reversed projection of the view from outside.  However, there seems to be less information about how the military used this technology.","https://en.wikipedia.org/wiki/Camera_obscura#:~:text=There%20are%20theories%20that%20occurrences,a%20role%20in%20Neolithic%20structures.",,,No,,Sheet1,Camera obscura,nan,nan,C.F. Moon,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Electrocuting enemy,T.C. Philippus,,"Electrocuting one's enemy in trench warfare was not present during WWI; however, more countries leveraged technology with electric components by WWII. J.J. Duffie of California patented a trench warfare system in 1917 that involves charging the air over and in the trench with an electric conducting substance and then causing a high current to flash through the atmosphere in the trench, incapacitating the man. However, there does not seem to be widespread practice of this invention, nor much information on whether the U.S. military used it.  ",https://ppubs.uspto.gov/api/pdf/downloadPdf/1302904?requestToken=eyJzdWIiOiI0MDgxNjIxOS0zZWZkLTQ1ODMtYjUyZC1jMTc2Y2I3YzMyYzciLCJ2ZXIiOiJhODFjY2U0Ni00NTgxLTRjZjUtOTZiZi04Yzg3ZDNhNjRiNWUiLCJleHAiOjB9,,,No,,Sheet1,Electrocuting enemy,nan,nan,T.C. Philippus,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Captive balloon with mirrors,Woodson Mosley,,,,,,No,,Sheet1,Captive balloon with mirrors,nan,nan,Woodson Mosley,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
","Guns and projectiles, plans for",O.W. Heatwole,,,,,,No,,Sheet1,"Guns and projectiles, plans for",nan,nan,O.W. Heatwole,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Wire and brush cutting projectile,Seth H. Violet,,"Wire obstacles became prominent in WWI and WWII, used to entangle troops and tactically guard specific areas. A wire and brush cutting projectile is likely a technology that effectively cuts through these new wire obstacles efficiently. Projectiles like the one Marcianus Rossi designed and patented in 1917, which involved a hollow projectile with cutters inside that could be discharged from the gun and cut through the wires when fired, were submitted but were not widely implemented or successful. More successful methods of overcoming barbed wire included the later development of tanks. ",https://en.wikipedia.org/wiki/Wire_obstacle and https://ppubs.uspto.gov/api/pdf/downloadPdf/1222142?requestToken=eyJzdWIiOiI0MDgxNjIxOS0zZWZkLTQ1ODMtYjUyZC1jMTc2Y2I3YzMyYzciLCJ2ZXIiOiJjOGE1YTYzZC1kYTlhLTRjODAtOGFjZC1hNGFiODI0M2M5MjIiLCJleHAiOjB9,,,No,,Sheet1,Wire and brush cutting projectile,nan,nan,Seth H. Violet,Investigating,[],Other/Unclassified,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
","Forbes range finder, test",Field Artillery Board,,"Device used to calculate the distance between the user and a distant object or landmark and invented by George Forbes, a Scottish electrical engineer, inventor, astronomer and more. ","https://en.wikipedia.org/wiki/George_Forbes_(scientist)#:~:text=After%20the%20turn%20of%20the,methods%20of%20signalling%20for%20submarines.",Part of the Board of Ordnance and Fortification subgroups. I cannot find the exact people who make up this Board at the time. ,,No,,Sheet1,"Forbes range finder, test",nan,nan,Field Artillery Board,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
"BOF.AR.15.1904-1905
",Gun carriage,John Levey,,A frame or mount that supports the gun barrel of an artillery piece allowing it to be moved and fired. Lots of modern gun carriages were devloped during and before WWI. ,https://en.wikipedia.org/wiki/Gun_carriage,,,Yes,"There is a lot of information on the different types of gun carriages developed during WWI and the effectiveness of each one. It would be interesting to look at how many the U.S. developed and used versus other countries, and which ones proved effective in military use after WWI. ",Sheet1,Gun carriage,nan,"There is a lot of information on the different types of gun carriages developed during WWI and the effectiveness of each one. It would be interesting to look at how many the U.S. developed and used versus other countries, and which ones proved effective in military use after WWI.",John Levey,Investigating,['Artillery'],Artillery,Private,1904,0,0,1,Copy of Subjects Considered 1904-1905.xlsx
