BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.16 ,Sight for rapid-fireguns,T. C. Harris.,,,,This might be him:,https://appx.archives.ncdcr.gov/solrDetailPages/series/NCA/Series_detail.html?fq=seriesRid:23689,,,Sheet1,Sight for rapid-fireguns,nan,nan,T. C. Harris.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Wire-cutting bayonet,Samuel Lloyd.,,Bayonet with built-in wire‑cutting function intended to cut through barbed wire or field entanglements.,Similar item patented in 1918: https://patents.google.com/patent/US1274194A,,,Yes,"The rise of trench warfare and defensive barbed-wire obstacles made wire-cutting tools critical on the battlefield.
",Sheet1,Wire-cutting bayonet,nan,The rise of trench warfare and defensive barbed-wire obstacles made wire-cutting tools critical on the battlefield.,Samuel Lloyd.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Bomb-dropping device,William Bley.,,,,,,,,Sheet1,Bomb-dropping device,nan,nan,William Bley.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Tandem torpedo,Alex Klinger.,,"“Tandem” generally referred to multiple warheads or propulsion systems arranged longitudinally, often to increase effectiveness or maintain course. ; ""Praying for the adoption of the Klinger tandem torpedo
for use in the United States N'avy; which was referred to tbe
Committee on Naval Affairs.""",Similar item: https://en.wikipedia.org/wiki/Bliss-Leavitt_Mark_2_torpedo ; very brielfy mentions the Klinger torpedo https://www.govinfo.gov/content/pkg/GPO-CRECB-1907-pt1-v41/pdf/GPO-CRECB-1907-pt1-v41-7.pdf,,,Yes,"Reflects growing interest in torpedo innovation. Maybe played a role in the Navy’s transition to turbine-propelled torpedoes (e.g., Bliss–Leavitt Mark 2 in 1905). ",Sheet1,Tandem torpedo,nan,"Reflects growing interest in torpedo innovation. Maybe played a role in the Navy’s transition to turbine-propelled torpedoes (e.g., Bliss–Leavitt Mark 2 in 1905).",Alex Klinger.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Bayonet scabbard,Alfred Curtis.,,Simiar: M1905 scabbard had a wooden body with a rawhide cover and employed a wire belt-hanger which went over and around the belt. Primary scabbard used during the World War I. ,https://en.wikipedia.org/wiki/M1905_bayonet,,,,,Sheet1,Bayonet scabbard,nan,nan,Alfred Curtis.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Projectile,K. Kohn.,,,,,,,,Sheet1,Projectile,nan,nan,K. Kohn.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Walking and climbing stock,F. Rosdorff.,,,,,,,,Sheet1,Walking and climbing stock,nan,nan,F. Rosdorff.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Elevating tower for observation,B. B. Briggs.,,,,,,,,Sheet1,Elevating tower for observation,nan,nan,B. B. Briggs.,Investigating,['Communications and Observation'],Communications and Observation,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Wagon body,B. B. Briggs.,,,,,,,,Sheet1,Wagon body,nan,nan,B. B. Briggs.,Investigating,['Logistics and Support'],Logistics and Support,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Inflammable projectile,J. J. Hagan.,,,,,,,,Sheet1,Inflammable projectile,nan,nan,J. J. Hagan.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Capped projectile,T. C. Harris.,,,,,,,,Sheet1,Capped projectile,nan,nan,T. C. Harris.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Night shooting light,America Co.,,,,,,,,Sheet1,Night shooting light,nan,nan,America Co.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Program of test of 6-pounder semiautomatic guns,Chief of Ordnance.,,,,,,,,Sheet1,Program of test of 6-pounder semiautomatic guns,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Range finder,Otto Ganser.,,,,,,,,Sheet1,Range finder,nan,nan,Otto Ganser.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Range and azimuth indicator,National Electrical Supply Co.,,"Part of Coast Artillery fire control systems, designed to provide both the bearing (azimuth) and distance (range) to a target from a reference point. Used by base end stations to communicate target coordinates to plotting rooms, where firing data was computed and relayed to gun emplacements. ",https://cdsg.org/coast-artillery-fire-control ; https://en.wikipedia.org/wiki/Depression_range_finder,Maker of a radio receiver used by US Navy.,https://americanhistory.si.edu/collections/search?edan_q=National%20Electrical%20Supply,Yes,This type of item was important for defending coasts against enemy ships.,Sheet1,Range and azimuth indicator,nan,This type of item was important for defending coasts against enemy ships.,National Electrical Supply Co.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Torpedo motor,Dr. E. L. Drake.,,,,,,,,Sheet1,Torpedo motor,nan,nan,Dr. E. L. Drake.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Armored car,L. L. Lamb.,,,,,,,,Sheet1,Armored car,nan,nan,L. L. Lamb.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Aeriel torpedo,American Projectile Manufacturing Co. ,,,,,,,,Sheet1,Aeriel torpedo,nan,nan,American Projectile Manufacturing Co.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Smokeless powder,W.M. Park.,,"The U.S. Army adopted its first smokeless powder cartridge with the .30-40 Krag rifle round in 1899, marking the official transition away from black powder. In 1903–1906, with the development of the .30-06 Springfield cartridge and the M1903 rifle, the U.S. formalized smokeless powder use across infantry forces.",https://en.wikipedia.org/wiki/.30-40_Krag ; ,,,Yes,"Unlike black powder, smokeless powder produced no visible firing clouds, making riflemen and artillery harder to detect.",Sheet1,Smokeless powder,nan,"Unlike black powder, smokeless powder produced no visible firing clouds, making riflemen and artillery harder to detect.",W.M. Park.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Alteration of 1-pounder gun,S. N. McClean.,,"One of the earliest gas‑operated automatic artillery pieces designed in the U.S. McClean partnered with Poole Engineering to develop the Mk. II version of his automatic 1-pounder gun, which was tested in 1905 but rejected again due to problems with its automatic firing mechanism. He then collaborated with the Driggs Ordnance Company on further redesigns, but by 1909, McClean abandoned the project due to a lack of commercial interest. The Mk III version was purchased by the Imperial Russian Army in 1916.
",https://en.wikipedia.org/wiki/37_mm_McClean_Automatic_Cannon_Mk._III,"Founded the McClean Arms & Ordnance Company in Cleveland around 1900, focusing on cutting-edge firearm developments including gas-operated rifles, pistols, and cannons. Despite repeated failures in the U.S., his operating system concept greatly influenced the development of the famous Lewis Gun. ",https://smallarmsreview.com/samuel-mccleans-automatic-rifle; ,Yes,"Never adopted by the U.S. military due to reliability issues, and its limited use abroad had minimal impact on combat outcomes. While this particular weapon doesn't seem particularly important he had other inventions that were. ",Sheet1,Alteration of 1-pounder gun,nan,"Never adopted by the U.S. military due to reliability issues, and its limited use abroad had minimal impact on combat outcomes. While this particular weapon doesn't seem particularly important he had other inventions that were.",S. N. McClean.,Investigating,['Artillery'],Artillery,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Expenses of design of remodeled Lewis range finder,"United States Rapid Fire Gun and
Power Co.",,"The first American-designed range-finding instrument, adopted in 1896 for coastal artillery use. Frustration within the Board about repetitive proposals (like this one) consuming time and resources, especially when they showed no meaningful development or evidence of military usefulness.",https://www.scribd.com/document/562590049/RANGE-AND-POSITION-FINDERS-FOR-COAST-ARTILLERY-FIRE-CONTROL ; https://apps.dtic.mil/sti/tr/pdf/ADB023625.pdf,,,No,Board concluded that the device's performance did not justify further consideration. Device offered no advantage over standard range estimation methods. ,Sheet1,Expenses of design of remodeled Lewis range finder,nan,Board concluded that the device's performance did not justify further consideration. Device offered no advantage over standard range estimation methods.,"United States Rapid Fire Gun and
Power Co.",Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Report of test of sensitiveness of 6 and 15-pounder fuzes,Chief of Ordnance.,,,,,,,,Sheet1,Report of test of sensitiveness of 6 and 15-pounder fuzes,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Test of Whistler-Hearn range finder,Artillery Board.,,Key component of the Coast Artillery Corps’ fire control setup. It incorporated a semi‑circular Whistler–Hearn plotting board—which converted incoming azimuth and range data into firing solutions for gun batteries.,https://en.wikipedia.org/wiki/Plotting_board ; https://en.wikipedia.org/wiki/Plotting_room,"On June 25, 1902, the U.S. Army Field Artillery Board was formally established at Fort Riley, Kansas. Its mission was to test and evaluate field artillery equipment—including guns, carriages, mounts, fuzes, and related ordnance—and to make procurement recommendations to Army leadership.",atec.army.mil/otc/directorates/fstd.htm,Yes,"First analog fire-control system used by U.S. Coast Artillery: It allowed real-time calculation of range and bearing to enemy ships using geometric plotting, significantly improving firing accuracy.

Standardized in U.S. harbor defenses around 1905–1920s, enabling coastal batteries to coordinate long-range fire with improved efficiency and reduced error.",Sheet1,Test of Whistler-Hearn range finder,nan,"First analog fire-control system used by U.S. Coast Artillery: It allowed real-time calculation of range and bearing to enemy ships using geometric plotting, significantly improving firing accuracy.

Standardized in U.S. harbor defenses around 1905–1920s, enabling coastal batteries to coordinate long-range fire with improved efficiency and reduced error.",Artillery Board.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Flying machine,Wilbur and Orville Wright.,,"Orville Wright piloted the Wright Flyer I at Kitty Hawk, achieving the world’s first controlled, sustained heavier‑than‑air powered flight lasting 12 seconds and covering 120 feet.  The U.S. Patent Office granted them Patent No. 821,393 on May 22, 1906, recognizing their innovative system of three‑axis aerodynamic control (wing‑warping, elevator, and rudder) essential to flight.",https://www.wired.com/2009/12/1217wright-brothers-flight-kitty-hawk ; https://www.visitthecapitol.gov/artifact/patent-drawing-o-and-w-wright-flying-machine-patented-may-22-1906-inventors-orville-and?utm_source=chatgpt.com," American inventors who built and flew the world’s first successful powered, controlled airplane.",https://www.wired.com/2009/12/1217wright-brothers-flight-kitty-hawk,Yes,Foundation for modern aviation and led to the first U.S. military aircraft contract. ,Sheet1,Flying machine,nan,Foundation for modern aviation and led to the first U.S. military aircraft contract.,Wilbur and Orville Wright.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Armor plate tests,Maj. E. M. Weaver.,,"Possibly similar: U.S. Army carried out extensive metallurgical and ballistic testing at the Watertown Arsenal in Massachusetts.

Between 1882 and 1918, the Arsenal conducted over 87,000 material strength tests for weapons, armor, and other construction materials. ",https://en.wikipedia.org/wiki/Materials_Technology_Laboratory,"U.S. Army officer who served prominently in the Coast Artillery Corps. He later became the first Chief of the Army’s Coast Artillery Corps and the first Chief of the Militia Bureau. He graduated from West Point in 1875, taught military science and engineering, studied at MIT, and had a long service career, eventually reaching Major General. Weaver’s positions—especially as Chief of Coast Artillery (1911–1918)—placed him in proximity to ordnance decisions that included armor, artillery fuzes, rangefinders, and fortification defense systems.",https://en.wikipedia.org/wiki/Erasmus_M._Weaver_Jr.,Yes,Determined which armor types were durable enough to resist shell penetration while remaining deployable on warships or forts.,Sheet1,Armor plate tests,nan,Determined which armor types were durable enough to resist shell penetration while remaining deployable on warships or forts.,Maj. E. M. Weaver.,Investigating,['Armor and Protection'],Armor and Protection,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Allotment for experiments in transmission of visible signals,Chief Signal Officer.,,"Could refer to Heliograph Signaling which is a sunlight-based signaling device using a mirror and shutter to send Morse code flashes. Widely tested and deployed by the U.S. Army Signal Corps from 1878 through the early 1900s, especially in areas without telegraph lines (e.g. western frontier, military forts).",https://www.gutenberg.org/cache/epub/43515/pg43515-images.html,Brigadier General Adolphus Washington Greely. Oversaw modernization of the Signal Corps during a critical transition from visual to electric/radio communication. ,https://en.wikipedia.org/wiki/Adolphus_Greely,Yes,Depends on what this exactly refers to. ,Sheet1,Allotment for experiments in transmission of visible signals,nan,Depends on what this exactly refers to.,Chief Signal Officer.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Allotment for test of Semple smoke compound,Chief of Ordnance.,,,,,,,,Sheet1,Allotment for test of Semple smoke compound,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Additional allotment for Morris tube outfits,Chief of Ordnance.,,,,,,,,Sheet1,Additional allotment for Morris tube outfits,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Horizontal base range finder,Maj. W. C. Rafferty.,,Horizontal-base systems utilized azimuth instruments at separate base end stations to calculate position—essentially early optical triangulation for coastal defense.,https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system?utm_source=chatgpt.com,,,Yes,Worked alongside depression position finders and plotting boards to create a complete fire-control system. ,Sheet1,Horizontal base range finder,nan,Worked alongside depression position finders and plotting boards to create a complete fire-control system.,Maj. W. C. Rafferty.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Torpedo watercraft,John P. Lonquist.,,"Likely refers to a torpedo boat. Torpedo boats built in the late 19th century were typically powered by steam, displacing under 300 tons and capable of 25–30 knots. They were designed to launch torpedoes at larger warships with speed and surprise.U.S. Navy constructed about 35 torpedo boats between 1885–1901. Their average displacement was around 160 tons, with average top speed of 25 knots. ",https://naval-encyclopedia.com/ww1/us/american-torpedo-boats-1885-1901.php; https://en.wikipedia.org/wiki/Torpedo_boat,,,Yes,Depends on what this exactly refers to. ,Sheet1,Torpedo watercraft,nan,Depends on what this exactly refers to.,John P. Lonquist.,Investigating,['Explosives'],Explosives,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Synchronizing range-finder arms,Charles A. Junken.,,A time-interval bell system ensured observations were made at fixed cycles—typically every 15 or 20 seconds—signaling operators to take and transmit their readings. Accurate fire control required all stations to stay in sync: even a few seconds’ delay could result in misaligned data and inaccurate firing solutions. ,https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system; https://en.wikipedia.org/wiki/Plotting_board,"Smithsonian record: ""Folder 4 Projectiles, experiments on, 1917-1918. Concerning work with Charles A. Junken of the Coast Artillery Board, including photographs.""",https://siarchives.si.edu/collections/siris_arc_216655,Yes,The synchronization mechanism allowed coordinated flow of information with reliability across complex harbor defense networks.,Sheet1,Synchronizing range-finder arms,nan,The synchronization mechanism allowed coordinated flow of information with reliability across complex harbor defense networks.,Charles A. Junken.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Range finder,Nicholas Tobin.,,,,,,,,Sheet1,Range finder,nan,nan,Nicholas Tobin.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Portable range finder,Howard L. Rogers.,,,,,,,,Sheet1,Portable range finder,nan,nan,Howard L. Rogers.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Bayonet catch,George Konieczny.,,"Likely similar to the the Model 1905 bayonett that had a push‑button catch located beneath the cross‑guard. Pressing this button disengaged the locking mechanism from the bayonet lug on the rifle, allowing for release. This feature was integral to the attachment/detachment design of the era.",https://en.wikipedia.org/wiki/M1905_bayonet ; https://www.henrysmilitarycollectables.com.au/products/sold-items/early-1905-m1-bayonet-for-the-springfield-rifle-dated-1906-sold.aspx,,,Yes,Depends on what this exactly refers to. ,Sheet1,Bayonet catch,nan,Depends on what this exactly refers to.,George Konieczny.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Expense of test of recoil controller,S. N. McClean.,,,,possible patent for this invention,https://patents.google.com/patent/US601842A/en ; https://patents.google.com/patent/US730870A/en,Yes,"If one of these patents is the referred to invention, it would have improved the speed and accuracy of gun firing speed.",Sheet1,Expense of test of recoil controller,nan,"If one of these patents is the referred to invention, it would have improved the speed and accuracy of gun firing speed.",S. N. McClean.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Tent,George W. Sues.,,,,,,,,Sheet1,Tent,nan,nan,George W. Sues.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Portable field oven,Manfred Weiss.,,"By 1901, the company was manufacturing towable camp kitchens and field stoves specifically for military use. ",,"Weiss Manfréd Steel and Metal Works (also known as Csepel Works) was one of the largest industrial and military contractors in Austria-Hungary, founded by Baron Manfréd Weiss around 1892 in Budapest. By the start of World War I, the company employed tens of thousands and produced ammunition, field kitchens, mobile camp equipment, and other wartime necessities.",https://en.wikipedia.org/wiki/Manfr%C3%A9d_Weiss_Steel_and_Metal_Works ; https://pestbuda.hu/en/cikk/20221227_the_death_of_baron_manfred_weiss_of_csepel_a_member_of_the_house_of_magnates?utm_source=chatgpt.com,Yes,"Modernized military cooking by offering standardized, mobile, and efficient hot meal production.",Sheet1,Portable field oven,nan,"Modernized military cooking by offering standardized, mobile, and efficient hot meal production.",Manfred Weiss.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Endurance test of Crozier 6-inch wiregun,Gen. J. P. Story.,,Tests conducted on Crozier 6-inch wire-wound guns involved firing at least 250 rounds per barrel to assess durability and erosion under sustained use. ,https://www.usni.org/magazines/proceedings/1910/september/gun-erosion,"Career officer in the United States Army who attained the rank of major general. An 1865 graduate of the United States Military Academy, he served from shortly after the end of the American Civil War until retiring in 1905. A specialist in the use of coastal artillery for harbor defense, he was most notable for his service as commandant of the Artillery School (1902-1904) and the Army's Chief of Artillery (1904-1905).","https://en.wikipedia.org/wiki/John_Patten_Story#:~:text=John%20P.,War%20until%20retiring%20in%201905.",No,"Test of a gun, not the gun itself. ",Sheet1,Endurance test of Crozier 6-inch wiregun,nan,"Test of a gun, not the gun itself.",Gen. J. P. Story.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Program for test of armorplate,Chief of Ordnance.,,,,,,,,Sheet1,Program for test of armorplate,nan,nan,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
BOF.AR.16 ,Test of insulating compounds,Chief Signal Officer.,,Conducted experiments on rubber-based insulating compounds used for submarine cables and overhead telegraph lines. These studies were aimed at evaluating electrical resistance and durability as part of communications research.,https://books.google.com/books/about/Report_of_the_Chief_Signal_Officer_Unite.html,,,Yes,"Understanding compound composition helped avoid signal loss, degradation, or failures in both submarine and land telegraph systems. ",Sheet1,Test of insulating compounds,nan,"Understanding compound composition helped avoid signal loss, degradation, or failures in both submarine and land telegraph systems.",Chief Signal Officer.,Investigating,[],Other/Unclassified,Private,,0,0,1,Copy of Subjects Considered 1905-1906.xlsx
