BOF Annual Report #,Subject,Proposed By,Action,Subject Details,Sources Cited (Subject),Proposer Details,Sources Cited (Proposer),Recommend Deeper Dive?,Recommendation Reasoning,source_sheet,subject_text,action_text,reasoning_text,proposer_text,status,technology_clusters,primary_cluster,proposer_type,year,is_approved,is_rejected,is_investigating,source_file
BOF.AR.8.1897-1898,Submarine boat,C. O. Rude.,Referred to Secretary Navy.,,,,,No,Not enough information.,Sheet1,Submarine boat,Referred to Secretary Navy.,Not enough information.,C. O. Rude.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Under-sea battery,F. Rossi.,Not recommended.,,,,,No,Not enough information.,Sheet1,Under-sea battery,Not recommended.,Not enough information.,F. Rossi.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Range-finding devices,Tokiwa Matsuo.,Not recommended.,,,,,No,Not enough information.,Sheet1,Range-finding devices,Not recommended.,Not enough information.,Tokiwa Matsuo.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Booms for harbor defense,Cornelius O’Brien.,Not recommended.,,,,,No,Not enough information.,Sheet1,Booms for harbor defense,Not recommended.,Not enough information.,Cornelius O’Brien.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Combination shotgun and rifle,F. G. Smith.,Not recommended.,,,,,No,Not enough information.,Sheet1,Combination shotgun and rifle,Not recommended.,Not enough information.,F. G. Smith.,Investigating,['Small Arms'],Small Arms,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Observation stations in batteries, position of",Board on Regulation of Seacoast Artillery Fire.,Deferred for test.,,,,,No,Not enough information.,Sheet1,"Observation stations in batteries, position of",Deferred for test.,Not enough information.,Board on Regulation of Seacoast Artillery Fire.,Investigating,['Communications and Observation'],Communications and Observation,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Wireless telegraph,Lieut. I. N. Lewis.,Allotment.,"To integrate wireless telegraphy into Coast Artillery fire-control operations, enabling instant range and bearing updates between observation posts and batteries without reliance on wired phone lines. One of the very first references to U.S. Army use of wireless communication.",https://dr.lib.iastate.edu/server/api/core/bitstreams/0bfd97e7-efd8-4b69-b6c8-dd0282f6010a/content,"U.S. Army officer and inventor. Known for his engineering and weapons inventions (eventually inventing the Lewis Gun). Invented the first portable, air-cooled machine gun.","https://en.wikipedia.org/wiki/Isaac_Newton_Lewis#:~:text=His%20other%20inventions%20included%20a,Elliott%20Cresson%20Medal%20in%201919.
",Yes,"Examining board minutes or early Army telegraph manuals may uncover whether this system was actually deployed, tested under field conditions, or contributed to broader wireless adoption.",Sheet1,Wireless telegraph,Allotment.,"Examining board minutes or early Army telegraph manuals may uncover whether this system was actually deployed, tested under field conditions, or contributed to broader wireless adoption.",Lieut. I. N. Lewis.,Investigating,['Communications and Observation'],Communications and Observation,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Coast defense, comments on",Jacob Maumee.,Filed.,,,,,No,Not enough information.,Sheet1,"Coast defense, comments on",Filed.,Not enough information.,Jacob Maumee.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Data necessary in laying seacoast guns, instrument for finding",Lieut. Wm. S. McNair.,Estimates called for.,,,,,No,Not enough information.,Sheet1,"Data necessary in laying seacoast guns, instrument for finding",Estimates called for.,Not enough information.,Lieut. Wm. S. McNair.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Tests of explosives, etc",Chief of Ordnance.,Allotment.,,,,,No,Not enough information.,Sheet1,"Tests of explosives, etc",Allotment.,Not enough information.,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"High-explosive shell, Gathmann",G. W. McMullen.,Allotment.,,,,,No,Not enough information.,Sheet1,"High-explosive shell, Gathmann",Allotment.,Not enough information.,G. W. McMullen.,Investigating,['Explosives'],Explosives,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Disappearing warship,F. Rossi.,Not recommended.,,,,,No,Not enough information.,Sheet1,Disappearing warship,Not recommended.,Not enough information.,F. Rossi.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Armored car,J. A. F. Brownwell.,Not recommended.,,,,,No,Not enough information.,Sheet1,Armored car,Not recommended.,Not enough information.,J. A. F. Brownwell.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Coast defense,Wm. D. Elting.,Not recommended.,,,,,No,Not enough information.,Sheet1,Coast defense,Not recommended.,Not enough information.,Wm. D. Elting.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Explosive shell,C. A. Amundson.,Not recommended.,,,,,No,Not enough information.,Sheet1,Explosive shell,Not recommended.,Not enough information.,C. A. Amundson.,Investigating,['Explosives'],Explosives,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Mortars, position in battery",Board on Regulation of Seacoast Artillery Fire.,Under consideration.,,,,,No,Not enough information.,Sheet1,"Mortars, position in battery",Under consideration.,Not enough information.,Board on Regulation of Seacoast Artillery Fire.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Lewis azimuth indicators for 8 and 10-inch guns at Fort Wadsworth,Board on Regulation of Seacoast Artillery Fire.,Recommended.,,,,,No,Not enough information.,Sheet1,Lewis azimuth indicators for 8 and 10-inch guns at Fort Wadsworth,Recommended.,Not enough information.,Board on Regulation of Seacoast Artillery Fire.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Field carriage, minimum recoil",Driggs-Seabury Gun and Ammunition Co.,Allotment.,"A field artillery carriage design intended to minimize recoil through mechanical or hydraulic systems, reducing the need to re-lay the piece after each shot. This would increase rate of fire and effectiveness in field-deployed contexts.","https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system
https://en.wikipedia.org/wiki/Quick-firing_gun","The Driggs-Seabury Ordnance Company specialized in advanced artillery for the U.S. Army and Navy. The firm was known for innovations in recoil-absorbing carriages, light field guns, and coast defense systems, including the 3″ M1898 and 6‑pounder guns.",https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system,Yes,"The company’s 3.2-inch gun designs, which appeared in Scientific American in 1898, were directly linked to limited-recoil mounts, and their 3″ M1898 system was adopted (briefly) by the U.S. Army for coastal defense. Exploring ordnance trials, Sandy Hook testing reports, or correspondence with the BOF could clarify whether this carriage had influence on later systems, or why it was ultimately not adopted at scale.",Sheet1,"Field carriage, minimum recoil",Allotment.,"The company’s 3.2-inch gun designs, which appeared in Scientific American in 1898, were directly linked to limited-recoil mounts, and their 3″ M1898 system was adopted (briefly) by the U.S. Army for coastal defense. Exploring ordnance trials, Sandy Hook testing reports, or correspondence with the BOF could clarify whether this carriage had influence on later systems, or why it was ultimately not adopted at scale.",Driggs-Seabury Gun and Ammunition Co.,Investigating,['Artillery'],Artillery,Government,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Iron fortifications, casting of",James Acton Miller.,Not recommended.,,,,,No,Not enough information.,Sheet1,"Iron fortifications, casting of",Not recommended.,Not enough information.,James Acton Miller.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Micrometer range finder,Capt. D. D. Gaillard.,Allotment.,"An optical instrument capable of measuring small angles (in minutes of arc), used to determine precise range to distant targets, especially ships or fortifications. The micrometer mechanism would allow finer resolution compared to simpler depression or azimuth finders.",https://en.wikipedia.org/wiki/Rangefinder#Micrometer_rangefinders,"Captain D. D. Gaillard served in the U.S. Army Corps of Engineers, with pre‑1898 assignments that included coastal fortification work at Fort Monroe, VA. Later led excavation of the Culebra Cut in the Panama Canal.",https://penelope.uchicago.edu/Thayer/E/Gazetteer/Places/America/United_States/Army/USMA/Cullums_Register/3025*.html,Yes,Such optical fire-control instruments were essential to coastal defense modernization. Range finders with micrometer mechanisms represented a step forward in precision targeting. ,Sheet1,Micrometer range finder,Allotment.,Such optical fire-control instruments were essential to coastal defense modernization. Range finders with micrometer mechanisms represented a step forward in precision targeting.,Capt. D. D. Gaillard.,Investigating,['Fortification and Engineering'],Fortification and Engineering,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Explosive shell,J. Byron Roney.,Not recommended.,,,,,No,Not enough information.,Sheet1,Explosive shell,Not recommended.,Not enough information.,J. Byron Roney.,Investigating,['Explosives'],Explosives,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Range-finding system,Frank O. Weary.,Not recommended.,,,,,No,Not enough information.,Sheet1,Range-finding system,Not recommended.,Not enough information.,Frank O. Weary.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Air-navigating device,Charles Fiesse.,Not recommended.,,,,,No,Not enough information.,Sheet1,Air-navigating device,Not recommended.,Not enough information.,Charles Fiesse.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Cavalry equipment, changes in",S. E. Chamberlain.,Not recommended.,,,,,No,Not enough information.,Sheet1,"Cavalry equipment, changes in",Not recommended.,Not enough information.,S. E. Chamberlain.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Rapid fire gun, 15 cm., with mount and ammunition",Aktiebolaget Bofors-Gullspang.,Allotments.,"A cast-steel 15 cm rapid-fire artillery piece, offered complete with mount and ammunition by Bofors‑Gullspång of Sweden. This gun represented the latest breech-loading, recoil-absorbing design of the time, intended for coastal or fortress defense. The use of the plural form “allotments” in BOF minutes suggests multiple units or comprehensive testing approval.",https://www.govinfo.gov/content/pkg/SERIALSET-04322_00_00-048-0085-0000/pdf/SERIALSET-04322_00_00-048-0085-0000.pdf,"Originally founded in the 1870s and reorganized in the 1890s as AB Bofors‑Gullspång, the company emerged as a leader in quick-firing, heavy artillery. By 1897, Bofors had become known for steel manufacturing and breech mechanisms, and had already delivered 150 mm and 250 mm guns to the Swedish Navy as early as 1889-1894.",https://en.wikipedia.org/wiki/Bofors,Yes,"Investigating U.S. Navy or Army ordnance testing records could reveal direct comparisons or influence on later U.S. designs or procurements.

",Sheet1,"Rapid fire gun, 15 cm., with mount and ammunition",Allotments.,Investigating U.S. Navy or Army ordnance testing records could reveal direct comparisons or influence on later U.S. designs or procurements.,Aktiebolaget Bofors-Gullspang.,Investigating,['Artillery'],Artillery,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Torpedo gun, 24-inch",Hudson Maxim.,Not recommended.,,,,,No,Not enough information.,Sheet1,"Torpedo gun, 24-inch",Not recommended.,Not enough information.,Hudson Maxim.,Investigating,"['Artillery', 'Explosives']",Artillery,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Hotchkiss 1-pounder balloon gun and mount,Chief of Ordnance.,Allotment.,"A 37 mm rapid-fire revolving cannon mounted on a balloon platform for aerial observation and counter-air support. This weapon featured multiple barrels (typically five), fired one-pound explosive shells at a rate of 60–80 rounds per minute, and was used by the U.S. Army and Navy in the 1880s–90s for anti-aircraft and naval defense trials.","https://www.forgottenweapons.com/hotchkiss-revolving-cannon-from-san-juan-hill/
https://en.wikipedia.org/wiki/Hotchkiss_gun","The U.S. Chief of Ordnance was the senior officer responsible for procurement, testing, and development of weapons systems. The inclusion of this entry suggests that the Bureau directly commissioned evaluation of the Hotchkiss “1-pounder balloon gun” concept. ",,Yes,"Hotchkiss 1‑pounder guns were fielded by the U.S. in the early 1890s and Spanish-American War, and were considered for balloon-mounted anti-aircraft/emergency uses. Investigating ordnance board logs, balloon corps records, or Army correspondence could reveal whether actual airborne trials took place.",Sheet1,Hotchkiss 1-pounder balloon gun and mount,Allotment.,"Hotchkiss 1‑pounder guns were fielded by the U.S. in the early 1890s and Spanish-American War, and were considered for balloon-mounted anti-aircraft/emergency uses. Investigating ordnance board logs, balloon corps records, or Army correspondence could reveal whether actual airborne trials took place.",Chief of Ordnance.,Investigating,['Artillery'],Artillery,Government,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Armored turret,C. H. Adams.,Not recommended.,,,,,No,Not enough information.,Sheet1,Armored turret,Not recommended.,Not enough information.,C. H. Adams.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Device for quick computation of measurements,J. H. Jackson.,Not recommended.,,,,,No,Not enough information.,Sheet1,Device for quick computation of measurements,Not recommended.,Not enough information.,J. H. Jackson.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Rapid-fire gun and submarine boat,C. P. Labatt.,Not recommended.,,,,,No,Not enough information.,Sheet1,Rapid-fire gun and submarine boat,Not recommended.,Not enough information.,C. P. Labatt.,Investigating,['Artillery'],Artillery,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Instrument for observation of fire,Board on Regulation of Seacoast Artillery Fire.,Allotment.,"An optical/mechanical observation instrument used in coastal artillery fire-control systems to spot and relay information on the fall of shot (splashes). Observers would track projectile impact deviations in range or azimuth and transmit corrections to plotting rooms, supporting rapid adjustment of aiming data via plotting boards, deflection boards, and range correction tools. These systems were core components of U.S. Coast Artillery fire-control systems and remained in use from the late 1890s through World War II.","
https://cdsg.org/coast-artillery-fire-control

https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system","The Board on the Regulation of Seacoast Artillery Fire was a U.S. Army body tasked with standardizing coastal defense practices in the late 1890s. Its responsibilities included revising the Drill Regulations for Coast Artillery, calculating range tables and fire-control scales for coastal guns, and reviewing submitted military devices. The Board also supervised the outfitting of a model artillery station at Fort Wadsworth, though full testing was delayed due to members' active field duties.","https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system
",Yes,Fire-control instrumentation was foundational to modern coastal defense. Understanding its evolution helps trace how target acquisition progressed before radar.,Sheet1,Instrument for observation of fire,Allotment.,Fire-control instrumentation was foundational to modern coastal defense. Understanding its evolution helps trace how target acquisition progressed before radar.,Board on Regulation of Seacoast Artillery Fire.,Investigating,['Communications and Observation'],Communications and Observation,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Steel plates for fortifications,Clark W. Fish.,Not recommended.,,,,,No,Not enough information.,Sheet1,Steel plates for fortifications,Not recommended.,Not enough information.,Clark W. Fish.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Airship,G. Berger.,Not recommended.,,,,,No,Not enough information.,Sheet1,Airship,Not recommended.,Not enough information.,G. Berger.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Torpedo system, transfer to artillery arm",Board on Regulation of Seacoast Artillery Fire.,Postponed.,"This proposal suggested transferring the management or deployment of torpedo systems (traditionally under the Navy) to the U.S. Army’s Coast Artillery arm. Around this time, the Army was experimenting with shore-launched torpedoes (like the Sims-Edison electric torpedo) as part of fixed coastal defenses. The idea reflects broader inter-service debates over control of new technologies, especially in harbor and mine defense roles.","https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system
https://www.govinfo.gov/content/pkg/SERIALSET-03725_00_00-019-0021-0000/pdf/SERIALSET-03725_00_00-019-0021-0000.pdf","The Board on the Regulation of Seacoast Artillery Fire was a U.S. Army body tasked with standardizing coastal defense practices in the late 1890s. Its responsibilities included revising the Drill Regulations for Coast Artillery, calculating range tables and fire-control scales for coastal guns, and reviewing submitted military devices. The Board also supervised the outfitting of a model artillery station at Fort Wadsworth, though full testing was delayed due to members' active field duties.",https://en.wikipedia.org/wiki/Coast_Artillery_fire_control_system,No,"While it’s an interesting topic, there's limited documentation and no record of adoption.",Sheet1,"Torpedo system, transfer to artillery arm",Postponed.,"While it’s an interesting topic, there's limited documentation and no record of adoption.",Board on Regulation of Seacoast Artillery Fire.,Investigating,['Explosives'],Explosives,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Ammunition for testing typical artillery station,Board on Regulation of Seacoast Artillery Fire.,Recommended.,"Refers to standardized proof and practice ammunition used to test coastal artillery installations, especially at Sandy Hook Proving Ground, operational from 1874 to 1919. All new gun tubes, carriages, powder, shells, primers, and fuses were proof-fired there to ensure performance and accuracy before deployment to coastal batteries.",https://en.wikipedia.org/wiki/Sandy_Hook_Proving_Ground,"The Board on the Regulation of Seacoast Artillery Fire was a U.S. Army body tasked with standardizing coastal defense practices in the late 1890s. Its responsibilities included revising the Drill Regulations for Coast Artillery, calculating range tables and fire-control scales for coastal guns, and reviewing submitted military devices. The Board also supervised the outfitting of a model artillery station at Fort Wadsworth, though full testing was delayed due to members' active field duties.",https://www.govinfo.gov/content/pkg/SERIALSET-03725_00_00-019-0021-0000/pdf/SERIALSET-03725_00_00-019-0021-0000.pdf,Yes,"Since the Board on the Regulation of Seacoast Artillery Fire was involved in building a “typical artillery station,” this allotment ties directly into practical implementation of fire-control theories. ",Sheet1,Ammunition for testing typical artillery station,Recommended.,"Since the Board on the Regulation of Seacoast Artillery Fire was involved in building a “typical artillery station,” this allotment ties directly into practical implementation of fire-control theories.",Board on Regulation of Seacoast Artillery Fire.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Packing ammunition for small arms,Lieut. J. A. Penn.,Not recommended.,,,,,No,Not enough information.,Sheet1,Packing ammunition for small arms,Not recommended.,Not enough information.,Lieut. J. A. Penn.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"High explosives, emmensite, and gun cotton",Board of Ordnance and Fortification.,Adopted as types.,,,,,No,Not enough information.,Sheet1,"High explosives, emmensite, and gun cotton",Adopted as types.,Not enough information.,Board of Ordnance and Fortification.,Approved,['Artillery'],Artillery,Government,1897,1,0,0,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Wilder machine gun, test",R. O. Surbridge.,Allotment.,,,,,No,Not enough information.,Sheet1,"Wilder machine gun, test",Allotment.,Not enough information.,R. O. Surbridge.,Investigating,"['Artillery', 'Small Arms']",Artillery,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Schmidt chronograph,Chief of Ordnance.,Allotment.,"A Schmidt chronograph was an early ballistic timing device adapted by the U.S. Army to measure projectile velocities for coastal artillery range calculations. In 1898, the Board on Ordnance and Fortification allocated funds to the Chief of Ordnance specifically to test Schmidt chronographs alongside 3‑inch rapid‑fire guns, indicating formal evaluation of its potential for fire-control validation.","https://www.publications.usace.army.mil/portals/76/publications/engineerpamphlets/ep_870-1-57.pdf

https://www.govinfo.gov/content/pkg/SERIALSET-03875_00_00-006-0343-0000/pdf/SERIALSET-03875_00_00-006-0343-0000.pdf",The U.S. Army Chief of Ordnance oversaw testing and qualification of new artillery instruments and munitions. ,,Yes,The Schmidt chronograph represents a concrete scientific leap in U.S. artillery fire control at a critical moment in weapons modernization. Understanding its testing and measurement role provides valuable insight into late‑19th century gunnery calibration practices.,Sheet1,Schmidt chronograph,Allotment.,The Schmidt chronograph represents a concrete scientific leap in U.S. artillery fire control at a critical moment in weapons modernization. Understanding its testing and measurement role provides valuable insight into late‑19th century gunnery calibration practices.,Chief of Ordnance.,Investigating,[],Other/Unclassified,Government,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Transporting artillery, suggestions for",Geo. W. Fisher.,Filed.,,,,,No,Not enough information.,Sheet1,"Transporting artillery, suggestions for",Filed.,Not enough information.,Geo. W. Fisher.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,"Small arms, rest for",B. N. Firmin.,Not recommended.,,,,,No,Not enough information.,Sheet1,"Small arms, rest for",Not recommended.,Not enough information.,B. N. Firmin.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
BOF.AR.8.1897-1898,Repeating bombshell,Thos. B. Ashford.,Not recommended.,,,,,No,Not enough information.,Sheet1,Repeating bombshell,Not recommended.,Not enough information.,Thos. B. Ashford.,Investigating,[],Other/Unclassified,Private,1897,0,0,1,Copy of Subjects Considered 1897-1898.xlsx
